Club,League,Игрок,М,Мин,З,ВнЗ,Г,Пен,П,Г+П,ЖК,КК
Барселона,Испания. Ла Лига 2013/2014,Франсеск Фабрегас,36.0,2480,15,8,8,2,17,25,4,0
Барселона,Испания. Ла Лига 2013/2014,Андрес Иньеста,35.0,2489,9,8,3,1,9,12,0,0
Барселона,Испания. Ла Лига 2013/2014,Алексис Санчес,34.0,2389,14,7,19,0,11,30,3,0
Барселона,Испания. Ла Лига 2013/2014,Серджи Бускетс,32.0,2654,4,2,1,0,1,2,12,0
Барселона,Испания. Ла Лига 2013/2014,Лионель Месси,31.0,2504,5,2,28,6,12,40,2,0
Барселона,Испания. Ла Лига 2013/2014,Хави,30.0,2258,13,4,3,0,2,5,0,0
Барселона,Испания. Ла Лига 2013/2014,Хавьер Маскерано,28.0,2365,4,1,0,0,0,0,9,0
Барселона,Испания. Ла Лига 2013/2014,Дани Алвес,27.0,2385,0,1,2,0,5,7,6,0
Барселона,Испания. Ла Лига 2013/2014,Адриано,26.0,2120,3,2,3,0,3,6,8,0
Барселона,Испания. Ла Лига 2013/2014,Жерар Пике,26.0,2311,2,0,2,0,0,2,5,0
Барселона,Испания. Ла Лига 2013/2014,Неймар,26.0,1745,11,7,9,1,9,18,6,0
Барселона,Испания. Ла Лига 2013/2014,Кристиан Тельо,22.0,428,2,20,1,0,2,3,0,0
Барселона,Испания. Ла Лига 2013/2014,Марк Бартра,20.0,1590,0,3,1,0,1,2,3,0
Барселона,Испания. Ла Лига 2013/2014,Александр Сонг,19.0,1131,2,7,0,0,0,0,2,0
Барселона,Испания. Ла Лига 2013/2014,Серджи Роберто,17.0,289,0,16,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2013/2014,Жорди Альба,15.0,1196,1,1,0,0,2,2,5,1
Барселона,Испания. Ла Лига 2013/2014,Мартин Монтойя,13.0,1123,1,1,0,0,2,2,0,0
Барселона,Испания. Ла Лига 2013/2014,Карлес Пуйоль,5.0,428,1,0,1,0,0,1,0,0
Барселона,Испания. Ла Лига 2013/2014,Хонатан Дос Сантос,3.0,19,0,3,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2013/2014,Адама Траоре,1.0,8,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2013/2014,Жан-Мари Донгу,1.0,7,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2013/2014,Ибраим Афеллай,1.0,4,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2013/2014,Всего,,34293,105,105,96,10,86,182,68,1
Барселона,Испания. Ла Лига 2012/2013,Лионель Месси,32.0,2648,0,4,46,4,13,59,1,0
Барселона,Испания. Ла Лига 2012/2013,Франсеск Фабрегас,32.0,2323,16,2,11,0,15,26,7,0
Барселона,Испания. Ла Лига 2012/2013,Андрес Иньеста,31.0,2100,9,7,3,0,16,19,4,0
Барселона,Испания. Ла Лига 2012/2013,Серджи Бускетс,31.0,2253,4,6,1,0,2,3,9,0
Барселона,Испания. Ла Лига 2012/2013,Дани Алвес,30.0,2270,5,4,0,0,6,6,2,0
Барселона,Испания. Ла Лига 2012/2013,Хави,30.0,2200,7,6,5,0,9,14,0,0
Барселона,Испания. Ла Лига 2012/2013,Алексис Санчес,29.0,1712,11,11,8,0,9,17,4,0
Барселона,Испания. Ла Лига 2012/2013,Жорди Альба,29.0,2501,3,2,2,0,5,7,3,0
Барселона,Испания. Ла Лига 2012/2013,Давид Вилья,28.0,1428,12,11,10,0,6,16,1,0
Барселона,Испания. Ла Лига 2012/2013,Жерар Пике,28.0,2403,2,1,2,0,0,2,4,1
Барселона,Испания. Ла Лига 2012/2013,Педро,28.0,2082,11,5,7,0,9,16,3,0
Барселона,Испания. Ла Лига 2012/2013,Тиаго Алькантара,27.0,1420,7,12,2,0,5,7,4,0
Барселона,Испания. Ла Лига 2012/2013,Хавьер Маскерано,25.0,1934,2,4,0,0,0,0,2,1
Барселона,Испания. Ла Лига 2012/2013,Адриано,23.0,1440,9,5,5,0,1,6,3,0
Барселона,Испания. Ла Лига 2012/2013,Кристиан Тельо,22.0,1180,5,10,7,0,4,11,0,0
Барселона,Испания. Ла Лига 2012/2013,Александр Сонг,20.0,1539,2,3,1,0,0,1,3,0
Барселона,Испания. Ла Лига 2012/2013,Мартин Монтойя,15.0,1152,0,4,1,0,2,3,0,0
Барселона,Испания. Ла Лига 2012/2013,Карлес Пуйоль,13.0,970,5,1,1,0,0,1,3,0
Барселона,Испания. Ла Лига 2012/2013,Марк Бартра,8.0,397,0,5,0,0,0,0,1,0
Барселона,Испания. Ла Лига 2012/2013,Эрик Абидаль,5.0,185,1,3,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2012/2013,Хонатан Дос Сантос,3.0,63,0,3,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2012/2013,Жерар Деулофеу,1.0,26,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2012/2013,Серджи Роберто,1.0,10,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2012/2013,Всего,,34236,111,111,112,4,102,214,54,2
Барселона,Испания. Ла Лига 2011/2012,Лионель Месси,37.0,3268,0,1,50,10,18,68,6,0
Барселона,Испания. Ла Лига 2011/2012,Дани Алвес,33.0,2677,2,4,2,0,11,13,6,2
Барселона,Испания. Ла Лига 2011/2012,Серджи Бускетс,31.0,2438,5,3,1,0,2,3,9,0
Барселона,Испания. Ла Лига 2011/2012,Хави,31.0,2172,12,5,10,0,8,18,3,0
Барселона,Испания. Ла Лига 2011/2012,Хавьер Маскерано,31.0,2739,1,1,0,0,0,0,4,1
Барселона,Испания. Ла Лига 2011/2012,Педро,29.0,1639,14,9,5,0,6,11,4,0
Барселона,Испания. Ла Лига 2011/2012,Франсеск Фабрегас,28.0,1953,14,5,9,0,10,19,6,0
Барселона,Испания. Ла Лига 2011/2012,Андрес Иньеста,27.0,1866,10,6,2,0,11,13,3,0
Барселона,Испания. Ла Лига 2011/2012,Тиаго Алькантара,27.0,1827,4,7,2,0,4,6,2,1
Барселона,Испания. Ла Лига 2011/2012,Адриано,26.0,1735,10,6,1,0,5,6,3,0
Барселона,Испания. Ла Лига 2011/2012,Карлес Пуйоль,26.0,1921,6,3,3,0,0,3,3,0
Барселона,Испания. Ла Лига 2011/2012,Сейду Кейта,26.0,1349,4,12,3,0,0,3,4,0
Барселона,Испания. Ла Лига 2011/2012,Алексис Санчес,25.0,1683,13,5,11,0,7,18,4,0
Барселона,Испания. Ла Лига 2011/2012,Жерар Пике,22.0,1477,4,5,2,0,0,2,7,1
Барселона,Испания. Ла Лига 2011/2012,Эрик Абидаль,22.0,1766,4,2,0,0,2,2,0,0
Барселона,Испания. Ла Лига 2011/2012,Исаак Куэнка,16.0,1076,3,5,2,0,3,5,1,0
Барселона,Испания. Ла Лига 2011/2012,Давид Вилья,15.0,895,1,7,5,0,1,6,1,0
Барселона,Испания. Ла Лига 2011/2012,Кристиан Тельо,15.0,449,2,12,3,0,2,5,1,0
Барселона,Испания. Ла Лига 2011/2012,Максвелл,7.0,424,1,3,0,0,0,0,1,0
Барселона,Испания. Ла Лига 2011/2012,Мартин Монтойя,7.0,373,0,4,0,0,1,1,1,0
Барселона,Испания. Ла Лига 2011/2012,Ибраим Афеллай,4.0,121,1,3,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2011/2012,Хонатан Дос Сантос,3.0,121,1,2,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2011/2012,Андреу Фонтас,1.0,80,1,0,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2011/2012,Жерар Деулофеу,1.0,28,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2011/2012,Марк Бартра,1.0,23,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2011/2012,Марк Муньеса,1.0,7,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2011/2012,Серджи Роберто,1.0,90,0,0,0,0,0,0,1,0
Барселона,Испания. Ла Лига 2011/2012,Всего,,34197,113,113,111,10,91,202,70,5
Барселона,Испания. Ла Лига 2010/2011,Дани Алвес,35.0,2904,1,4,2,0,15,17,10,0
Барселона,Испания. Ла Лига 2010/2011,Сейду Кейта,35.0,1548,4,20,3,0,2,5,2,0
Барселона,Испания. Ла Лига 2010/2011,Андрес Иньеста,34.0,2799,13,2,8,0,3,11,1,0
Барселона,Испания. Ла Лига 2010/2011,Давид Вилья,34.0,2770,16,2,18,0,6,24,3,1
Барселона,Испания. Ла Лига 2010/2011,Лионель Месси,33.0,2861,1,2,31,4,20,51,4,0
Барселона,Испания. Ла Лига 2010/2011,Педро,33.0,2152,19,9,13,0,8,21,2,0
Барселона,Испания. Ла Лига 2010/2011,Жерар Пике,31.0,2651,1,2,3,0,1,4,9,1
Барселона,Испания. Ла Лига 2010/2011,Хави,31.0,2466,14,2,3,0,7,10,6,0
Барселона,Испания. Ла Лига 2010/2011,Серджи Бускетс,28.0,2301,2,3,1,0,3,4,5,0
Барселона,Испания. Ла Лига 2010/2011,Боян Кркич,27.0,947,6,18,6,1,2,8,2,0
Барселона,Испания. Ла Лига 2010/2011,Хавьер Маскерано,27.0,1544,6,9,0,0,0,0,6,0
Барселона,Испания. Ла Лига 2010/2011,Эрик Абидаль,26.0,2026,3,3,0,0,0,0,3,0
Барселона,Испания. Ла Лига 2010/2011,Максвелл,25.0,1822,3,6,0,0,1,1,2,0
Барселона,Испания. Ла Лига 2010/2011,Карлес Пуйоль,17.0,1386,4,0,1,0,0,1,3,0
Барселона,Испания. Ла Лига 2010/2011,Ибраим Афеллай,16.0,669,2,9,1,0,0,1,1,0
Барселона,Испания. Ла Лига 2010/2011,Адриано,15.0,953,7,4,0,0,1,1,3,0
Барселона,Испания. Ла Лига 2010/2011,Тиаго Алькантара,12.0,666,1,6,2,0,0,2,1,0
Барселона,Испания. Ла Лига 2010/2011,Габриэль Милито,10.0,655,5,2,0,0,0,0,2,0
Барселона,Испания. Ла Лига 2010/2011,Жеффрен,8.0,305,2,4,1,0,1,2,0,0
Барселона,Испания. Ла Лига 2010/2011,Андреу Фонтас,6.0,460,1,1,0,0,1,1,0,0
Барселона,Испания. Ла Лига 2010/2011,Марк Бартра,2.0,180,0,0,1,0,0,1,0,0
Барселона,Испания. Ла Лига 2010/2011,Мартин Монтойя,2.0,20,1,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2010/2011,Нолито,2.0,16,0,2,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2010/2011,Хонатан Дос Сантос,2.0,89,1,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2010/2011,Ориоль Ромеу,1.0,9,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2010/2011,Серджи Роберто,1.0,90,0,0,0,0,1,1,0,0
Барселона,Испания. Ла Лига 2010/2011,Всего,,34289,113,113,94,5,72,166,65,2
Барселона,Испания. Ла Лига 2009/2010,Лионель Месси,35.0,2848,4,5,34,1,10,44,3,0
Барселона,Испания. Ла Лига 2009/2010,Педро,34.0,2125,11,12,12,0,5,17,2,0
Барселона,Испания. Ла Лига 2009/2010,Хави,34.0,2808,8,3,3,0,15,18,4,0
Барселона,Испания. Ла Лига 2009/2010,Серджи Бускетс,33.0,2330,5,7,0,0,2,2,7,1
Барселона,Испания. Ла Лига 2009/2010,Жерар Пике,32.0,2487,7,3,2,0,1,3,6,1
Барселона,Испания. Ла Лига 2009/2010,Карлес Пуйоль,32.0,2715,4,1,1,0,2,3,7,0
Барселона,Испания. Ла Лига 2009/2010,Андрес Иньеста,29.0,1935,7,9,1,0,5,6,2,0
Барселона,Испания. Ла Лига 2009/2010,Дани Алвес,29.0,2506,1,1,3,0,10,13,7,1
Барселона,Испания. Ла Лига 2009/2010,Златан Ибрагимович,29.0,2042,7,6,16,2,8,24,6,1
Барселона,Испания. Ла Лига 2009/2010,Сейду Кейта,29.0,2095,3,6,6,0,1,7,8,0
Барселона,Испания. Ла Лига 2009/2010,Максвелл,25.0,2173,3,0,0,0,4,4,5,0
Барселона,Испания. Ла Лига 2009/2010,Боян Кркич,23.0,1002,8,12,8,0,3,11,2,0
Барселона,Испания. Ла Лига 2009/2010,Яя Туре,23.0,1496,9,5,1,0,4,5,4,0
Барселона,Испания. Ла Лига 2009/2010,Тьерри Анри,21.0,1234,10,6,4,0,2,6,1,0
Барселона,Испания. Ла Лига 2009/2010,Эрик Абидаль,17.0,1402,0,2,0,0,4,4,2,0
Барселона,Испания. Ла Лига 2009/2010,Рафаэль Маркес,15.0,771,2,8,1,0,1,2,2,1
Барселона,Испания. Ла Лига 2009/2010,Дмитрий Чигринский,12.0,853,2,2,0,0,0,0,2,0
Барселона,Испания. Ла Лига 2009/2010,Жеффрен,12.0,408,6,6,2,0,0,2,1,0
Барселона,Испания. Ла Лига 2009/2010,Габриэль Милито,11.0,785,3,2,0,0,0,0,2,0
Барселона,Испания. Ла Лига 2009/2010,Хонатан Дос Сантос,2.0,73,1,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2009/2010,Андреу Фонтас,1.0,6,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2009/2010,Марк Бартра,1.0,30,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2009/2010,Тиаго Алькантара,1.0,14,0,1,1,0,0,1,0,0
Барселона,Испания. Ла Лига 2009/2010,Хонатан Сориано,1.0,15,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2009/2010,Всего,,34153,101,101,95,3,77,172,73,5
Барселона,Испания. Ла Лига 2008/2009,Хави,37.0,3168,10,1,6,0,0,6,5,0
Барселона,Испания. Ла Лига 2008/2009,Самюэль Это'О,36.0,2951,14,2,30,1,0,30,9,0
Барселона,Испания. Ла Лига 2008/2009,Дани Алвес,34.0,2928,2,2,5,0,0,5,10,0
Барселона,Испания. Ла Лига 2008/2009,Лионель Месси,31.0,2521,4,4,23,3,0,23,2,0
Барселона,Испания. Ла Лига 2008/2009,Сейду Кейта,29.0,1527,9,12,4,0,0,4,0,1
Барселона,Испания. Ла Лига 2008/2009,Тьерри Анри,29.0,2126,10,5,19,0,0,19,3,0
Барселона,Испания. Ла Лига 2008/2009,Карлес Пуйоль,28.0,2383,4,2,1,0,0,1,4,0
Барселона,Испания. Ла Лига 2008/2009,Андрес Иньеста,26.0,1931,12,4,4,0,0,4,3,0
Барселона,Испания. Ла Лига 2008/2009,Жерар Пике,25.0,2208,1,0,1,0,0,1,4,2
Барселона,Испания. Ла Лига 2008/2009,Эрик Абидаль,25.0,2135,2,0,0,0,0,0,5,1
Барселона,Испания. Ла Лига 2008/2009,Яя Туре,25.0,1911,7,2,2,0,0,2,5,0
Барселона,Испания. Ла Лига 2008/2009,Серджи Бускетс,24.0,1540,5,8,1,0,0,1,8,0
Барселона,Испания. Ла Лига 2008/2009,Эйдур Гудьонсен,24.0,1042,5,13,3,0,0,3,2,0
Барселона,Испания. Ла Лига 2008/2009,Боян Кркич,23.0,719,3,17,2,0,0,2,3,0
Барселона,Испания. Ла Лига 2008/2009,Рафаэль Маркес,23.0,1994,4,0,1,0,0,1,5,1
Барселона,Испания. Ла Лига 2008/2009,Александр Глеб,19.0,730,5,11,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2008/2009,Силвиньо,15.0,885,4,5,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2008/2009,Мартин Касерес,13.0,779,0,5,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2008/2009,Виктор Санчес,7.0,250,2,4,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2008/2009,Педро,6.0,371,2,2,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2008/2009,Жеффрен,2.0,25,0,2,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2008/2009,Абраам,1.0,14,0,1,0,0,0,0,0,0
Барселона,Испания. Ла Лига 2008/2009,Альберто Ботиа,1.0,27,0,1,0,0,0,0,0,0
